player,position,team,touches,touches_in_defensive_penalty_area,touches_in_defensive_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty_area,live_ball_touches,take_ons_attempted,take_ons_succeeded,times_tackled_during_take_on,carries,total_carrying_distance,progressive_carrying_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received
Kelechi Iheanacho,"FW,MF",Leicester City,464,10,28,197,244,58,463,39,20,17,293,1661,724,13,18,41,36,380
Danny Ings,FW,West Ham,229,8,22,105,105,37,229,18,5,12,129,554,260,8,3,11,10,157
Danny Ings,FW,Aston Villa,267,12,26,106,139,49,265,16,10,6,163,718,260,6,9,20,17,186
Alexander Isak,FW,Newcastle Utd,583,11,34,202,358,98,581,72,32,30,371,2548,1300,36,22,39,25,431
Daniel Iversen,GK,Leicester City,411,344,406,5,0,0,411,0,0,0,177,1011,571,0,0,0,0,136
Alex Iwobi,"MF,FW",Everton,1912,52,359,892,709,59,1912,110,55,50,1169,6913,3434,79,15,68,42,1285
Daniel James,FW,Leeds United,66,1,9,26,32,6,66,6,1,2,35,233,112,2,3,3,1,39
Daniel James,FW,Fulham,254,9,27,78,156,29,254,14,5,3,156,1229,618,11,8,10,13,173
Reece James,"DF,MF",Chelsea,1187,39,256,543,395,25,1187,40,22,10,710,3722,2018,26,9,13,14,813
Vitaly Janelt,"MF,DF",Brentford,1244,66,335,675,242,36,1244,24,9,14,663,2804,1246,18,2,18,11,737
Pontus Jansson,DF,Brentford,393,73,243,137,13,8,393,2,2,0,192,734,310,1,0,2,1,217
Mathias Jensen,MF,Brentford,1890,43,368,868,669,29,1890,61,24,28,900,3499,1380,24,1,54,32,1011
Gabriel Jesus,FW,Arsenal,1080,26,110,406,573,191,1079,111,44,49,642,3467,1517,31,28,88,65,799
Raúl Jiménez,FW,Wolves,293,11,28,139,127,44,293,10,5,4,146,626,241,3,2,23,14,219
Joelinton,"MF,FW",Newcastle Utd,1703,71,312,852,562,96,1703,111,53,42,897,4853,2286,45,13,72,51,1115
Ben Johnson,DF,West Ham,627,43,256,289,87,2,627,17,8,6,276,1449,650,6,1,7,7,335
Brennan Johnson,"FW,MF",Nott'ham Forest,806,9,90,309,434,116,803,88,33,41,450,3848,2111,46,42,76,25,507
Sam Johnstone,GK,Crystal Palace,298,242,297,1,0,0,298,0,0,0,188,1018,662,0,0,1,0,156
Curtis Jones,MF,Liverpool,821,14,105,417,304,40,821,30,11,13,550,2645,1011,15,11,22,29,627
Jorginho,MF,Arsenal,807,27,159,476,175,8,807,10,3,5,523,2399,1252,12,0,8,8,629
Jorginho,MF,Chelsea,1026,36,273,577,178,8,1024,12,5,4,546,2331,1090,27,1,14,9,706
Mateo Joseph,"FW,MF",Leeds United,9,1,1,5,3,1,9,1,0,1,5,13,0,0,0,1,3,6
Diogo Jota,FW,Liverpool,550,21,71,235,252,73,550,39,14,21,339,1938,1067,26,14,34,19,403
Hamed Junior Traorè,"FW,MF",Bournemouth,246,2,29,109,116,11,246,25,16,8,143,881,437,13,1,15,13,142
James Justin,DF,Leicester City,980,48,296,475,216,8,980,19,4,11,417,1831,834,19,4,15,6,574
Mathias Jørgensen,DF,Brentford,612,87,291,281,42,12,612,1,0,1,295,1062,616,2,0,3,1,321
Sasa Kalajdzic,FW,Wolves,7,0,2,1,4,2,7,0,0,0,2,6,3,0,0,1,0,5
Boubacar Kamara,MF,Aston Villa,1145,65,362,662,132,10,1145,35,16,12,622,2571,1173,11,1,20,14,713
Harry Kane,FW,Tottenham,1328,28,106,646,599,167,1322,108,40,53,834,4546,1842,50,21,74,58,1031
N'Golo Kanté,MF,Chelsea,404,11,53,195,163,16,404,18,12,4,230,1408,800,15,2,13,5,279
Michael Keane,DF,Everton,565,83,275,239,55,24,565,7,4,2,257,1282,719,2,0,6,2,275
Neeskens Kebano,FW,Fulham,321,10,48,92,188,30,321,28,9,14,199,1497,841,14,11,16,12,216
Thilo Kehrer,DF,West Ham,1335,135,600,595,147,17,1335,11,8,3,677,2885,1533,12,1,17,6,760
Naby Keïta,MF,Liverpool,206,5,34,114,59,11,206,4,3,0,111,536,220,6,0,12,7,140
Caoimhín Kelleher,GK,Liverpool,26,18,26,0,0,0,26,0,0,0,18,89,62,0,0,0,0,13
Lloyd Kelly,DF,Bournemouth,1394,185,752,526,124,9,1394,7,1,5,705,3316,1879,4,0,16,4,806
Max Kilman,DF,Wolves,2470,432,1460,952,75,26,2470,25,19,6,1443,7679,4615,15,2,15,9,1699
Jakub Kiwior,DF,Arsenal,248,31,124,103,22,3,248,1,1,0,141,530,171,3,0,0,0,148
Mateusz Klich,"MF,FW",Leeds United,189,3,25,82,85,9,189,6,2,4,110,385,149,5,2,11,1,124
Robin Koch,DF,Leeds United,1963,263,1051,820,106,32,1963,3,1,2,1013,4700,2583,8,0,15,1,1102
Ibrahima Konaté,DF,Liverpool,1317,107,589,691,43,22,1317,14,10,2,829,3627,1871,7,0,12,4,918
Ezri Konsa,DF,Aston Villa,2192,349,1280,850,70,22,2192,15,5,3,1375,6226,3596,9,0,15,5,1533
Kalidou Koulibaly,DF,Chelsea,1687,174,793,838,63,19,1687,6,4,2,1083,4728,2459,8,0,10,2,1209
Cheikhou Kouyaté,MF,Nott'ham Forest,363,39,136,166,64,14,363,9,6,1,160,725,292,4,3,15,9,175
Mateo Kovačić,MF,Chelsea,1492,31,279,938,289,12,1492,34,19,10,1010,5517,2591,39,2,26,26,1144
Emil Krafth,DF,Newcastle Utd,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dejan Kulusevski,"MF,FW",Tottenham,1048,26,156,394,528,107,1048,110,50,52,675,4897,2507,46,48,78,52,711
Layvin Kurzawa,DF,Fulham,64,8,35,18,11,0,64,4,2,2,29,100,20,0,0,3,1,24
Adam Lallana,"MF,FW",Brighton,373,6,43,180,151,33,373,6,3,3,206,839,420,4,4,15,11,295
Tariq Lamptey,DF,Brighton,376,15,80,138,161,17,376,28,8,13,232,1451,808,12,7,16,2,256
Manuel Lanzini,"MF,FW",West Ham,192,3,32,111,50,3,192,3,1,0,116,524,203,6,0,2,3,150
Aymeric Laporte,DF,Manchester City,1036,85,335,538,166,13,1036,4,2,1,702,4015,2882,44,0,3,0,806
Juan Larios,DF,Southampton,106,10,32,55,20,2,106,4,3,1,38,338,201,2,1,3,2,47
Jamaal Lascelles,DF,Newcastle Utd,118,27,68,47,4,4,118,0,0,0,64,269,103,0,0,0,0,75
Roméo Lavia,MF,Southampton,1288,58,298,828,177,1,1288,50,28,13,804,4275,1903,21,0,24,31,794
Dexter Lembikisa,DF,Wolves,13,0,3,7,3,0,13,0,0,0,7,29,21,0,0,0,0,8
Mario Lemina,MF,Wolves,794,67,292,430,81,4,794,18,11,3,414,1924,949,6,0,13,8,521
Clément Lenglet,DF,Tottenham,1666,178,805,761,107,17,1666,12,7,4,1142,5666,3561,27,1,12,8,1256
Bernd Leno,GK,Fulham,1499,1188,1492,7,0,0,1499,0,0,0,857,4060,2355,0,0,1,0,752
Jefferson Lerma,MF,Bournemouth,1934,165,587,1030,338,44,1934,23,13,9,946,3761,1861,32,1,24,17,1162
Jamal Lewis,"DF,FW",Newcastle Utd,15,0,6,4,5,2,15,0,0,0,10,40,10,1,0,0,0,13
Rico Lewis,"DF,MF",Manchester City,742,26,133,416,199,12,742,14,8,3,511,2555,1390,24,3,7,13,593
Keane Lewis-Potter,"FW,MF",Brentford,138,4,24,48,69,18,138,14,4,10,93,652,336,6,3,11,8,91
Victor Lindelöf,DF,Manchester Utd,1074,145,550,491,35,5,1074,3,2,1,652,3094,1529,4,0,1,2,739
Jesse Lingard,"FW,MF",Nott'ham Forest,371,7,44,202,132,16,371,10,6,4,214,1003,527,12,0,16,10,263
Valentino Livramento,"DF,FW",Southampton,37,5,19,16,3,0,37,3,2,0,10,48,17,0,0,1,0,16
Diego Llorente,DF,Leeds United,506,59,283,210,15,6,506,3,2,1,303,1566,721,1,0,6,1,312
Hugo Lloris,GK,Tottenham,794,723,792,2,0,0,794,0,0,0,430,2401,1498,0,0,2,0,353
Renan Lodi,DF,Nott'ham Forest,1143,96,478,418,263,21,1143,39,16,14,546,2834,1379,15,2,18,13,535
Ruben Loftus-Cheek,"MF,DF",Chelsea,1068,40,185,576,322,42,1068,60,30,22,651,3753,2210,29,10,22,23,774
Sean Longstaff,MF,Newcastle Utd,1433,45,278,742,420,76,1433,27,8,18,752,2989,1191,16,8,37,29,951
Jamal Lowe,"MF,FW",Bournemouth,4,0,0,3,1,0,4,0,0,0,2,7,1,0,0,0,0,3
Douglas Luiz,MF,Aston Villa,2118,75,534,1161,443,19,2117,44,24,14,1142,6297,2922,39,4,36,33,1326
Saša Lukić,MF,Fulham,253,9,49,155,52,3,253,5,4,1,146,875,413,7,1,3,1,171
Lyanco,DF,Southampton,720,123,368,297,64,12,720,11,8,2,368,1892,1034,8,1,11,4,353
Alexis Mac Allister,MF,Brighton,2182,48,367,1194,644,63,2176,72,42,21,1319,6135,3072,74,8,47,36,1644
James Maddison,"MF,FW",Leicester City,1447,17,160,647,655,103,1445,107,46,39,964,5653,2671,44,31,45,31,1075
Noni Madueke,FW,Chelsea,405,11,45,133,233,62,405,63,33,24,278,2090,1203,21,26,17,13,315
Harry Maguire,DF,Manchester Utd,672,77,353,291,32,9,672,3,2,1,414,2286,1449,6,1,1,0,448
Riyad Mahrez,"FW,MF",Manchester City,1392,14,105,494,802,110,1391,73,25,27,934,5159,2361,47,45,35,27,1042
Kobbie Mainoo,MF,Manchester Utd,11,0,2,4,5,3,11,1,0,1,5,64,48,0,0,0,0,6
Ainsley Maitland-Niles,"DF,MF",Southampton,912,73,328,440,155,7,912,22,17,5,407,2036,885,13,2,26,13,509
Tyrell Malacia,DF,Manchester Utd,989,54,378,392,225,16,989,19,6,13,472,2127,1023,17,3,17,8,557
Orel Mangala,MF,Nott'ham Forest,655,31,183,380,99,8,655,34,16,12,334,1742,808,6,2,11,9,383
Javier Manquillo,DF,Newcastle Utd,36,2,11,16,9,1,36,0,0,0,20,82,38,0,0,0,0,20
Sekou Mara,"FW,MF",Southampton,221,5,27,99,103,26,221,29,13,16,129,727,288,9,2,28,18,151
Solly March,"FW,DF",Brighton,1659,46,191,521,962,138,1659,114,58,35,1024,6810,3074,48,47,55,32,1124
Emiliano Marcondes,MF,Bournemouth,3,1,1,2,0,0,3,1,0,0,2,11,7,0,0,0,0,2
Marquinhos,MF,Arsenal,3,0,0,2,1,0,3,0,0,0,2,6,1,0,0,0,0,3
Anthony Martial,FW,Manchester Utd,443,10,31,166,249,49,442,26,14,9,297,1296,570,13,8,33,20,371
Gabriel Martinelli,FW,Arsenal,1490,19,129,419,965,223,1490,132,59,55,1019,7180,3297,65,70,83,56,1115
Emiliano Martínez,GK,Aston Villa,1479,1218,1463,17,0,0,1479,0,0,0,851,4474,2627,0,0,2,0,707
Lisandro Martínez,DF,Manchester Utd,1809,281,934,829,60,11,1809,16,14,0,1061,5256,2986,16,0,11,9,1138
Pape Matar Sarr,"MF,FW",Tottenham,190,15,65,104,21,1,190,4,1,1,122,577,216,0,0,5,2,125
Jean-Philippe Mateta,FW,Crystal Palace,266,18,37,112,119,38,266,8,3,5,145,674,251,9,5,27,18,185
Joël Matip,DF,Liverpool,1004,111,482,468,62,17,1004,7,4,3,657,4140,2907,22,1,14,1,720
Neal Maupay,FW,Everton,387,1,27,172,194,49,387,19,7,12,219,864,306,7,3,38,16,280
Kevin Mbabu,"DF,FW",Fulham,114,4,38,40,38,0,114,6,4,2,57,273,159,2,0,1,2,59
Bryan Mbeumo,FW,Brentford,1335,24,177,425,755,125,1334,88,45,37,776,4292,1862,33,26,72,54,862
James McArthur,MF,Crystal Palace,60,5,22,29,9,0,60,2,1,0,36,168,84,2,0,1,3,40
Alex McCarthy,GK,Southampton,261,205,260,1,0,0,261,0,0,0,139,546,264,0,0,0,0,133
John McGinn,"MF,FW",Aston Villa,1348,37,218,756,388,45,1348,70,45,14,804,4072,1799,35,8,58,35,888
Scott McKenna,DF,Nott'ham Forest,877,151,501,333,45,21,877,7,5,1,430,1885,929,1,0,2,2,508
Weston McKennie,MF,Leeds United,807,41,188,401,228,17,807,16,11,4,400,1738,791,16,0,28,25,445
Dwight McNeil,"FW,MF",Everton,1358,52,266,505,614,61,1357,108,54,51,738,5432,2144,44,16,53,45,762
Scott McTominay,MF,Manchester Utd,618,69,205,287,132,25,618,26,13,9,315,1610,782,16,3,24,19,359
Ben Mee,DF,Brentford,2122,272,1089,887,156,71,2122,13,12,1,1146,4790,2581,11,3,18,2,1179
Édouard Mendy,GK,Chelsea,307,265,304,3,0,0,307,1,0,1,171,790,423,0,0,0,0,157
Nampalys Mendy,MF,Leicester City,490,12,139,310,45,2,490,11,7,3,283,1352,468,5,0,7,1,333
Chris Mepham,DF,Bournemouth,1336,285,852,455,36,14,1336,7,3,3,650,3099,1628,6,2,4,3,788
Illan Meslier,GK,Leeds United,1122,903,1116,5,2,1,1122,0,0,0,596,3396,1969,0,0,1,1,424
Alex Mighten,FW,Nott'ham Forest,4,0,1,0,3,0,4,3,0,2,4,27,10,0,0,0,0,4
Lewis Miley,MF,Newcastle Utd,9,1,3,4,2,0,9,0,0,0,3,15,1,0,0,0,0,3
Luka Milivojević,MF,Crystal Palace,321,28,117,153,55,1,321,1,1,0,162,697,263,3,0,4,6,178
James Milner,"MF,DF",Liverpool,848,24,196,390,264,24,848,21,11,8,447,1868,886,17,5,19,14,551
Yerry Mina,DF,Everton,402,58,198,176,30,16,402,2,1,0,217,1089,622,4,1,4,0,255
Tyrone Mings,DF,Aston Villa,2228,384,1276,877,81,21,2228,12,6,3,1379,7995,4556,21,3,8,7,1486
Tyrick Mitchell,DF,Crystal Palace,1899,115,654,834,431,35,1899,30,17,9,827,3148,1433,19,4,35,17,957
Kaoru Mitoma,"FW,MF",Brighton,1312,18,146,466,716,177,1312,129,58,55,891,6882,3828,82,85,60,33,986
Aleksandar Mitrović,FW,Fulham,814,27,79,392,349,144,806,47,23,22,451,1873,715,15,10,65,58,646
Kieffer Moore,FW,Bournemouth,522,36,59,286,178,49,522,13,2,7,252,940,302,8,2,42,31,396
Andrew Moran,FW,Brighton,6,0,0,5,1,0,6,0,0,0,3,2,1,0,0,2,0,3
Álex Moreno,DF,Aston Villa,949,60,327,337,293,43,949,57,23,27,510,3260,1642,29,16,38,15,570
Mason Mount,"MF,FW",Chelsea,969,17,110,415,455,56,969,31,15,13,530,2745,1429,34,11,36,29,678
Lucas Moura,"MF,DF",Tottenham,118,0,15,47,58,12,118,11,5,6,65,387,169,8,2,6,5,83
João Moutinho,MF,Wolves,1218,42,243,658,325,15,1218,15,8,7,615,2554,1350,23,0,14,7,769
Divin Mubama,FW,West Ham,11,1,2,6,3,0,11,2,1,1,7,49,3,0,0,0,2,8
Mykhailo Mudryk,"FW,MF",Chelsea,323,7,40,112,175,28,323,39,13,20,194,1438,689,20,7,29,11,207
Jacob Murphy,FW,Newcastle Utd,590,11,58,214,329,75,590,43,14,21,364,2478,1497,32,29,17,23,421
Enock Mwepu,"FW,MF",Brighton,116,1,12,54,53,7,116,5,1,4,58,318,141,2,1,10,5,80
Vitaliy Mykolenko,DF,Everton,1625,124,576,693,370,26,1625,25,11,14,701,3103,1491,33,7,32,8,798
Keylor Navas,GK,Nott'ham Forest,578,515,576,2,0,0,578,1,1,0,267,1718,1174,0,0,1,0,175
Wilfred Ndidi,MF,Leicester City,1129,83,406,652,92,5,1129,15,10,4,564,2464,1075,14,0,14,10,659
Reiss Nelson,FW,Arsenal,157,5,25,35,99,23,157,9,7,2,99,710,439,5,8,3,9,112
Neto,GK,Bournemouth,895,768,890,6,0,0,895,1,1,0,446,2814,2029,0,0,1,0,271
Pedro Neto,"FW,MF",Wolves,517,6,61,166,298,46,517,54,18,30,325,2373,1181,24,18,29,13,363
Rúben Neves,MF,Wolves,2486,177,810,1307,394,25,2483,31,19,9,1318,6007,2980,29,1,22,13,1621
Moussa Niakhate,DF,Nott'ham Forest,528,96,301,159,69,7,528,4,0,4,184,923,435,0,0,5,1,189
Rasmus Nissen,DF,Leeds United,1276,90,470,529,282,23,1276,15,7,7,548,1725,833,10,4,6,5,633
Eddie Nketiah,FW,Arsenal,407,10,35,157,221,87,407,34,15,13,259,1682,603,16,22,30,20,305
Matheus Nunes,MF,Wolves,1354,64,325,656,397,52,1354,85,44,28,851,5513,2640,54,10,41,39,943
Darwin Núñez,FW,Liverpool,633,12,51,179,412,154,633,44,18,19,387,2795,1408,33,31,41,27,491
Ethan Nwaneri,FW,Arsenal,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Christian Nørgaard,MF,Brentford,1050,78,338,554,165,42,1050,19,8,10,454,1518,671,11,2,14,10,526
Lewis O'Brien,MF,Nott'ham Forest,297,19,72,161,71,3,297,17,7,3,157,947,518,9,2,12,7,166
Odeluga Offiah,DF,Brighton,35,0,11,21,3,0,35,1,1,0,17,90,44,0,0,1,0,19
Angelo Ogbonna,DF,West Ham,545,111,331,197,17,7,545,0,0,0,255,1288,436,0,0,1,3,281
Michael Olise,"FW,MF",Crystal Palace,1840,25,243,709,911,86,1840,141,54,59,1048,6663,3366,74,38,85,47,1215
Robin Olsen,GK,Aston Villa,141,119,139,2,0,0,141,0,0,0,80,405,198,0,0,1,0,57
Amadou Onana,MF,Everton,1310,58,287,745,295,52,1310,52,18,23,684,3563,1436,30,4,49,17,871
Josh Onomah,MF,Fulham,11,0,3,4,4,0,11,1,0,1,5,38,24,0,0,1,1,5
Paul Onuachu,FW,Southampton,153,5,17,66,73,25,153,14,9,4,72,274,78,1,0,22,9,115
Frank Onyeka,MF,Brentford,373,26,93,176,109,20,373,26,11,11,198,852,368,8,3,11,10,205
Mislav Oršić,MF,Southampton,4,0,2,0,2,0,4,0,0,0,2,10,7,0,0,0,0,1
Stefan Ortega,GK,Manchester City,174,132,173,1,0,0,174,0,0,0,116,392,245,0,0,0,0,119
Dango Ouattara,"MF,FW",Bournemouth,566,42,136,210,234,64,566,74,31,37,301,2219,1083,23,17,39,14,336
Alex Oxlade-Chamberlain,"FW,MF",Liverpool,153,4,20,69,67,17,153,14,5,8,90,719,258,8,3,12,10,110
David Ozoh,FW,Crystal Palace,4,0,0,0,4,0,4,0,0,0,2,1,1,0,0,1,0,4
João Palhinha,MF,Fulham,1714,81,433,1056,247,33,1714,39,14,15,763,2775,935,10,3,37,28,919
Cole Palmer,"MF,FW",Manchester City,248,6,22,85,143,32,248,25,14,7,179,1222,639,8,15,13,8,202
Emerson Palmieri,DF,West Ham,894,60,241,386,273,25,894,29,6,14,411,2390,1340,26,7,10,11,532
Lucas Paquetá,MF,West Ham,1475,46,239,839,419,49,1474,63,33,22,771,3437,1475,34,6,48,44,964
Thomas Partey,MF,Arsenal,2267,78,418,1406,466,29,2267,45,35,8,1398,6866,3847,38,3,33,19,1654
Nathan Patterson,"DF,MF",Everton,836,71,310,295,238,19,836,24,11,12,349,1940,851,12,3,22,9,431
Ben Pearson,MF,Bournemouth,162,8,56,90,17,0,162,1,0,0,72,242,103,0,0,6,0,100
Facundo Pellistri,"FW,MF",Manchester Utd,24,0,9,7,8,1,24,3,2,1,12,148,45,0,0,2,1,14
Andreas Pereira,MF,Fulham,1312,14,106,608,613,66,1311,49,17,25,723,3968,1662,44,10,52,51,853
Ricardo Pereira,"DF,MF",Leicester City,383,23,116,183,90,4,383,7,5,1,174,605,323,9,2,7,3,217
Ayoze Pérez,"MF,FW",Leicester City,244,3,38,104,108,17,244,21,6,12,132,696,356,6,6,12,11,155
Ivan Perišić,"DF,MF",Tottenham,1370,73,357,443,583,94,1370,40,18,19,611,3704,2075,29,35,33,14,733
Romain Perraud,DF,Southampton,1153,54,360,406,395,39,1153,38,10,25,609,2999,1388,35,5,27,14,626
Máximo Perrone,MF,Manchester City,22,0,4,12,6,2,22,0,0,0,8,20,7,0,0,0,0,19
Cameron Peupion,MF,Brighton,6,0,0,3,3,1,6,0,0,0,3,8,0,0,0,1,0,5
Kalvin Phillips,MF,Manchester City,354,16,64,243,49,6,354,2,1,0,228,1021,331,4,0,2,1,284
Nathaniel Phillips,DF,Liverpool,89,3,26,63,2,1,89,0,0,0,69,574,393,1,0,2,0,60
Jordan Pickford,GK,Everton,1413,1030,1359,57,0,0,1413,0,0,0,732,4810,3221,0,0,1,1,548
Ethan Pinnock,DF,Brentford,1554,327,927,497,134,55,1554,6,2,1,650,2705,1499,2,0,6,7,745
Daniel Podence,"FW,MF",Wolves,889,11,120,328,456,70,889,61,24,34,528,2670,1229,28,20,49,30,622
Nick Pope,GK,Newcastle Utd,974,821,967,7,0,0,974,0,0,0,502,2949,1724,0,0,2,0,344
Pedro Porro,"DF,MF",Tottenham,817,45,246,293,285,25,817,41,14,23,423,2283,1359,17,4,15,7,480
Dennis Praet,"MF,FW",Leicester City,342,11,67,163,118,14,342,14,6,7,177,902,357,7,1,11,10,217
Isaac Price,MF,Everton,17,1,5,10,2,0,17,1,1,0,10,40,12,0,0,1,0,13
Christian Pulisic,"FW,DF",Chelsea,429,4,53,168,216,43,429,44,13,22,299,2126,1044,30,14,26,13,328
Aaron Ramsdale,GK,Arsenal,1196,872,1170,28,0,0,1196,1,1,0,722,3934,2459,1,0,0,0,629
Jacob Ramsey,"MF,FW",Aston Villa,1245,57,238,609,422,85,1245,77,31,31,752,5322,2656,62,21,62,37,819
Marcus Rashford,FW,Manchester Utd,1212,22,102,429,704,183,1212,138,54,73,765,4830,2344,51,55,80,44,928
David Raya,GK,Brentford,1722,1257,1616,108,1,1,1722,1,1,0,1030,5891,3795,0,0,0,0,808
Tim Ream,DF,Fulham,2193,312,1124,1020,61,14,2193,15,10,3,1363,7717,5069,13,0,15,5,1450
Nathan Redmond,DF,Southampton,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
Harrison Reed,MF,Fulham,1585,57,292,842,463,50,1585,28,10,16,765,3430,1141,22,4,44,25,972
Bobby Reid,"FW,DF",Fulham,1191,55,228,488,490,77,1191,53,18,26,649,2956,1333,33,11,53,32,759
Declan Rice,MF,West Ham,2475,123,670,1419,433,24,2474,63,35,23,1454,9145,4894,75,5,28,26,1642
Chris Richards,DF,Crystal Palace,274,47,131,119,24,7,274,0,0,0,120,550,269,1,0,3,2,149
Richarlison,"MF,FW",Tottenham,441,11,78,172,200,62,441,34,12,18,260,1598,783,19,13,40,18,306
Jaïro Riedewald,"DF,MF",Crystal Palace,54,6,19,23,14,1,54,0,0,0,23,111,69,1,0,0,0,28
Matt Ritchie,"FW,MF",Newcastle Utd,35,1,8,12,16,1,35,1,1,0,23,101,48,3,0,1,0,27
Andrew Robertson,DF,Liverpool,2483,79,691,1084,727,59,2483,42,17,23,1385,6702,3934,60,10,31,7,1637
Antonee Robinson,DF,Fulham,2260,125,778,937,580,29,2260,74,39,26,1173,7817,4248,86,10,40,20,1263
Joel Robles,GK,Leeds United,136,101,129,8,0,0,136,0,0,0,57,337,251,0,0,0,0,44
Marc Roca,MF,Leeds United,1571,47,333,914,333,26,1571,30,17,10,822,3627,1914,18,6,26,26,948
Marek Rodák,GK,Fulham,65,58,65,0,0,0,65,0,0,0,36,206,94,0,0,1,0,21
Rodri,MF,Manchester City,3272,119,706,1993,592,62,3272,37,25,8,2004,10293,5622,72,3,21,19,2511
Rodrigo,"FW,MF",Leeds United,804,26,94,372,341,110,803,29,12,15,451,2217,825,17,24,57,24,547
Mads Roerslev,DF,Brentford,426,50,178,140,109,13,426,7,3,3,186,817,278,7,2,14,9,210
Cristian Romero,DF,Tottenham,1923,299,976,849,111,17,1923,22,13,8,1150,5216,2993,25,1,19,10,1226
Oriol Romeu,MF,Southampton,37,2,5,19,14,1,37,1,1,0,18,128,66,1,0,1,0,20
Cristiano Ronaldo,FW,Manchester Utd,220,8,25,91,106,32,220,9,4,3,94,477,288,6,3,7,3,167
Connor Ronan,MF,Wolves,4,0,0,3,1,0,4,1,1,0,1,4,2,0,0,0,0,3
Salomón Rondón,FW,Everton,36,1,2,15,19,4,36,1,1,0,16,33,3,1,0,1,1,32
Joe Rothwell,MF,Bournemouth,538,19,131,309,105,5,538,23,16,7,285,1640,790,12,2,8,4,319
Georginio Rutter,"FW,MF",Leeds United,124,4,13,47,65,20,124,25,9,13,76,351,126,1,3,15,14,86
José Sá,GK,Wolves,1277,1153,1271,7,0,0,1277,2,2,0,731,4563,2991,0,0,4,0,585
Marcel Sabitzer,MF,Manchester Utd,377,18,69,200,110,20,377,3,1,1,209,751,361,6,0,9,5,247
Allan Saint-Maximin,FW,Newcastle Utd,598,5,69,198,348,77,598,99,57,33,435,4137,2512,51,41,31,30,456
Bukayo Saka,FW,Arsenal,1882,21,160,474,1270,237,1879,161,61,69,1191,8403,4557,92,84,78,59,1361
Mohamed Salah,FW,Liverpool,1634,4,83,539,1028,301,1630,134,50,72,1107,6382,3036,66,87,110,79,1305
William Saliba,DF,Arsenal,2056,174,905,1094,64,15,2056,11,8,1,1323,6658,3908,14,1,15,6,1423
Mohammed Salisu,DF,Southampton,1504,220,755,635,124,25,1504,10,7,3,725,3391,1556,11,0,5,9,757
Albert Sambi Lokonga,MF,Arsenal,154,6,32,95,29,0,154,2,1,0,96,393,145,6,0,1,1,113
Albert Sambi Lokonga,MF,Crystal Palace,325,22,109,170,47,2,325,5,1,2,172,804,368,2,0,3,6,211
Davinson Sánchez,DF,Tottenham,719,99,364,310,46,10,719,6,2,3,406,1607,788,2,0,3,2,473
Robert Sánchez,GK,Brighton,826,692,822,4,0,0,826,0,0,0,523,2418,1458,0,0,0,0,480
Jadon Sancho,"FW,MF",Manchester Utd,977,16,118,339,536,106,977,78,33,40,640,3825,2193,39,45,50,20,715
Morgan Sanson,MF,Aston Villa,9,1,1,4,4,0,9,0,0,0,5,11,9,0,0,1,0,5
Pablo Sarabia,"FW,MF",Wolves,450,9,68,189,199,22,450,12,2,9,267,1195,522,15,4,9,14,312
Jeremy Sarmiento,MF,Brighton,100,0,13,39,48,10,100,11,6,4,69,386,129,3,1,6,7,77
Gianluca Scamacca,FW,West Ham,273,5,13,135,128,38,273,14,6,6,143,660,282,7,3,23,18,203
Gustavo Scarpa,"MF,FW",Nott'ham Forest,108,3,24,58,27,1,108,4,1,2,67,515,313,5,0,1,0,71
Kevin Schade,FW,Brentford,291,7,38,94,165,48,291,35,12,18,147,1199,501,12,15,25,9,186
Fabian Schär,DF,Newcastle Utd,2235,248,1101,938,213,73,2235,13,4,7,1214,6337,4115,26,3,20,7,1341
Jeffrey Schlupp,"MF,FW",Crystal Palace,1193,63,281,640,293,48,1193,56,30,19,602,3035,1232,25,11,33,33,707
Nélson Semedo,DF,Wolves,1858,139,589,837,451,29,1858,73,33,33,998,5308,2691,42,5,42,19,1087
Antoine Semenyo,"FW,MF",Bournemouth,102,8,24,43,39,5,102,6,3,2,58,508,239,9,4,12,6,64
Marcos Senesi,DF,Bournemouth,1647,340,1037,568,57,16,1647,13,8,4,929,4383,2386,12,1,15,4,983
Ryan Sessegnon,DF,Tottenham,493,29,157,170,168,27,493,11,5,4,233,1435,815,11,5,11,10,270
Luke Shaw,DF,Manchester Utd,2388,175,810,1124,475,22,2388,39,14,17,1298,6356,3352,44,3,24,8,1459
Jonjo Shelvey,MF,Newcastle Utd,28,0,8,18,2,0,28,0,0,0,10,63,19,0,0,0,0,17
Jonjo Shelvey,MF,Nott'ham Forest,345,23,102,209,35,1,345,4,4,0,178,978,442,3,0,3,4,214
Bernardo Silva,"MF,FW",Manchester City,1772,31,281,797,707,92,1772,64,28,29,1115,7092,3523,73,29,30,31,1324
Thiago Silva,DF,Chelsea,2302,348,1167,1081,58,24,2302,4,3,0,1460,6608,3887,14,0,6,1,1674
