rank,player,nation,position,team,age,born,ninetys,touches,touches_in_defensive_penalty_area,touches_in_defensive_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty_area,live_ball_touches,take_ons_attempted,take_ons_succeeded,take_on_success_percentage,times_tackled_during_take_on,tackled_during_take_on_percentage,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
494,Andros Townsend,eng ENG,"MF,FW",Everton,30,1991,16.2,708,13,118,257,343,27,707,48,26,54.2,22,45.8,400,2570,1151,41,28,7,44,19,430,100
495,Adama Traoré,es ESP,"FW,MF",Wolves,25,1996,11.9,474,3,47,189,265,51,474,102,83,81.4,19,18.6,341,3864,2076,84,42,25,46,29,397,85
496,Bertrand Traoré,bf BFA,"MF,FW",Aston Villa,25,1995,2.4,125,1,6,58,63,14,125,19,10,52.6,9,47.4,92,768,271,12,4,6,12,2,94,13
497,Trézéguet,eg EGY,FW,Aston Villa,26,1994,0.1,10,0,0,3,7,1,10,1,1,100,0,0,9,60,19,0,0,0,2,0,9,4
498,Francisco Trincão,pt POR,"FW,MF",Wolves,21,1999,14.8,676,2,64,309,316,46,676,86,44,51.2,42,48.8,396,2896,1504,56,27,16,45,18,470,93
499,Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,4.8,339,22,109,155,79,0,339,3,1,33.3,2,66.7,106,317,169,2,3,1,1,1,129,8
500,William Troost-Ekong,ng NGA,DF,Watford,27,1993,15.4,749,146,470,266,17,7,749,2,1,50,1,50,414,2060,1341,7,0,0,5,0,433,3
501,Leandro Trossard,be BEL,"FW,MF",Brighton,26,1994,31.2,1535,23,146,573,834,151,1534,80,56,70,24,30,987,5847,2686,97,52,43,93,73,1163,222
502,Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,9.7,809,39,170,313,332,32,809,20,8,40,12,60,430,2581,1422,48,22,7,8,5,485,109
503,Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,5.6,280,42,157,117,8,6,280,0,0,,0,,177,747,423,1,0,0,3,0,181,0
504,Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,155,4,22,87,47,9,155,6,3,50,3,50,70,422,136,2,3,1,5,3,90,13
505,Christos Tzolis,gr GRE,"FW,MF",Norwich City,19,2002,3.7,140,4,25,43,73,18,140,2,0,0,2,100,90,426,213,8,7,4,10,4,100,31
506,Yan Valery,tn TUN,DF,Southampton,22,1999,4.1,213,19,81,104,28,0,213,5,1,20,4,80,106,562,234,3,4,0,1,2,95,4
507,Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34,2894,300,1296,1514,90,57,2894,8,6,75,2,25,1717,6530,3379,11,4,0,5,3,2096,4
508,Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,20.3,1336,162,645,659,40,15,1336,3,2,66.7,1,33.3,818,4704,2662,11,8,0,7,0,897,2
509,Jamie Vardy,eng ENG,FW,Leicester City,34,1987,20.1,409,18,26,152,234,104,409,22,9,40.9,13,59.1,200,1392,748,37,17,25,25,8,273,112
510,Joël Veltman,nl NED,DF,Brighton,29,1992,31.9,2235,176,811,1053,389,25,2235,32,16,50,16,50,1139,4847,2093,25,24,2,28,10,1249,65
511,Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,6.3,457,93,255,192,10,5,457,4,4,100,0,0,273,1189,563,2,3,0,4,0,308,0
512,Nikola Vlašić,hr CRO,"FW,MF",West Ham,23,1997,6.2,277,1,31,126,126,22,277,18,9,50,9,50,179,1223,538,21,12,10,12,9,209,48
513,Matěj Vydra,cz CZE,FW,Burnley,29,1992,7.5,208,9,22,64,124,36,208,13,6,46.2,7,53.8,119,452,132,2,4,2,30,9,140,43
514,Theo Walcott,eng ENG,"MF,FW",Southampton,32,1989,4.2,125,3,26,41,60,18,125,3,1,33.3,2,66.7,71,371,109,3,2,3,10,1,86,19
515,Kyle Walker,eng ENG,DF,Manchester City,31,1990,19.5,1770,39,344,1045,387,23,1770,14,7,50,7,50,1128,4752,2145,43,36,5,15,6,1356,65
516,Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,29.3,1715,86,427,714,608,76,1715,95,64,67.4,31,32.6,941,6571,3883,134,92,33,42,43,981,165
517,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,19.9,1365,75,454,565,366,28,1365,61,36,59,25,41,716,4088,2131,55,41,8,23,13,815,90
518,Danny Ward,wls WAL,GK,Leicester City,28,1993,1,37,33,37,0,0,0,37,0,0,,0,,24,82,56,0,0,0,0,0,17,0
519,Joel Ward,eng ENG,DF,Crystal Palace,31,1989,27.6,2038,150,783,938,330,12,2038,26,20,76.9,6,23.1,1028,4386,2409,27,24,0,29,18,1212,37
520,James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,2438,77,415,1288,748,20,2434,20,12,60,8,40,1070,3992,1726,21,29,3,20,25,1362,42
521,Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,32.8,1046,30,61,423,575,173,1045,68,37,54.4,31,45.6,630,3174,1581,74,32,49,86,53,820,226
522,Adam Webster,eng ENG,DF,Brighton,26,1995,15.9,1323,120,582,661,88,13,1323,12,10,83.3,2,16.7,763,4197,2676,19,21,1,8,1,907,7
523,Wout Weghorst,nl NED,FW,Burnley,28,1992,16.1,626,20,67,305,257,58,626,23,13,56.5,10,43.5,291,1089,310,7,9,3,40,29,414,81
524,Danny Welbeck,eng ENG,"FW,MF",Brighton,30,1990,16.4,471,20,34,146,293,71,471,21,10,47.6,11,52.4,277,1341,514,22,12,8,51,22,358,105
525,Timo Werner,de GER,"FW,MF",Chelsea,25,1996,14.3,550,2,31,170,357,110,550,33,10,30.3,23,69.7,323,2246,1009,46,17,29,34,19,442,144
526,Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,1415,45,223,826,379,16,1415,18,10,55.6,8,44.4,628,2394,948,12,12,3,29,14,804,27
527,Ben White,eng ENG,DF,Arsenal,23,1997,32,2145,220,994,1051,114,19,2145,20,10,50,10,50,1295,6680,4213,38,15,1,18,11,1442,4
528,Brandon Williams,eng ENG,DF,Norwich City,20,2000,23.6,1415,110,524,594,318,30,1415,39,20,51.3,19,48.7,784,5226,2711,57,47,9,39,17,781,58
529,Neco Williams,wls WAL,DF,Liverpool,20,2001,0.1,10,0,1,5,4,1,10,1,1,100,0,0,7,39,29,1,0,1,0,0,9,2
530,Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,22.6,864,19,194,414,283,59,864,71,36,50.7,35,49.3,494,3203,1571,48,30,14,56,20,496,77
531,Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,15.4,320,12,29,125,169,69,318,21,10,47.6,11,52.4,192,829,309,14,9,15,59,27,243,52
532,Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,768,21,162,473,142,2,768,15,8,53.3,7,46.7,538,2446,973,10,14,1,16,6,592,18
533,Yoane Wissa,cd COD,FW,Brentford,24,1996,14.3,419,12,57,175,195,47,419,30,19,63.3,11,36.7,241,1217,557,19,12,6,34,6,284,84
534,Chris Wood,nz NZL,FW,Burnley,29,1991,15.2,431,7,19,196,217,46,431,8,4,50,4,50,172,489,164,5,2,2,40,12,342,69
535,Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,14.7,461,14,41,243,178,49,460,10,2,20,8,80,193,559,144,5,7,1,44,8,356,60
536,Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4,128,114,128,0,0,0,128,0,0,,0,,65,417,198,0,0,0,0,0,48,0
537,Granit Xhaka,ch SUI,"MF,DF",Arsenal,28,1992,25.9,1786,61,311,1028,461,36,1786,26,19,73.1,7,26.9,1030,4746,2374,39,29,4,23,23,1297,67
538,Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,31,1989,3.5,147,6,23,48,76,19,147,8,3,37.5,5,62.5,92,529,271,12,3,8,4,1,117,28
539,Ashley Young,eng ENG,"DF,FW",Aston Villa,36,1985,13.9,756,37,207,349,214,14,756,16,9,56.3,7,43.8,428,2105,1080,27,16,7,11,3,471,57
540,Nathan Young-Coombes,eng ENG,MF,Brentford,18,2003,0,1,0,0,0,1,0,1,0,0,,0,,1,0,0,0,0,0,1,0,1,0
541,Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,30.7,1443,11,155,594,720,129,1436,152,75,49.3,77,50.7,1058,6768,3179,113,75,47,124,110,1128,265
542,Christoph Zimmermann,de GER,DF,Norwich City,28,1993,1.7,77,10,39,35,3,1,77,1,1,100,0,0,47,336,165,1,0,0,0,0,46,0
543,Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,11.6,1169,24,189,622,364,21,1169,12,7,58.3,5,41.7,720,3163,1844,32,36,2,10,6,879,88
544,Hakim Ziyech,ma MAR,"MF,FW",Chelsea,28,1993,14.7,968,9,80,345,553,52,968,65,28,43.1,37,56.9,646,3238,1463,50,31,20,45,24,707,142
545,Kurt Zouma,fr FRA,DF,West Ham,26,1994,23.1,1247,245,702,520,34,15,1247,3,1,33.3,2,66.7,712,3270,1767,11,6,0,6,0,774,2
546,Martin Ødegaard,no NOR,"MF,FW",Arsenal,22,1998,30.9,1867,16,197,886,796,59,1867,46,25,54.3,21,45.7,1133,5740,2460,57,58,10,39,48,1375,146
