Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Danny Welbeck,FW,Brighton,31,21,1854,20.6,0.29,0.15,0.44,0.29,0,0,0,0,0.46,0.46,0.21,0.67,1.5,2.38,6.5
Ben White,DF,Arsenal,38,36,3055,33.9,0.06,0.15,0.21,0.06,0,0,0.15,0,0.04,0.04,0.09,0.13,1.89,7.35,3.66
Harvey White,MF,Tottenham,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Joseph Whitworth,GK,Crystal Palace,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco Williams,DF,Nott'ham Forest,31,20,1882,20.9,0.05,0,0.05,0.05,0,0,0.33,0,0.06,0.06,0.07,0.13,2.44,1.58,3.21
Willian,FW,Fulham,27,25,2126,23.6,0.21,0.21,0.42,0.21,0,0,0.08,0,0.14,0.14,0.19,0.33,4.11,4.79,6.44
Joe Willock,MF,Newcastle Utd,35,31,2558,28.4,0.11,0.21,0.32,0.11,0,0,0.04,0,0.25,0.25,0.21,0.46,3.42,4.26,5.35
Callum Wilson,FW,Newcastle Utd,31,21,1877,20.9,0.86,0.24,1.1,0.72,0.14,0.14,0.19,0,0.84,0.72,0.13,0.85,1.29,0.91,5.65
Harry Wilson,FW,Fulham,29,13,1100,12.2,0.16,0.25,0.41,0.16,0,0,0.08,0,0.16,0.16,0.07,0.24,1.48,3.03,7.13
Yoane Wissa,FW,Brentford,38,16,1606,17.8,0.39,0.17,0.56,0.39,0,0,0.17,0,0.31,0.31,0.14,0.46,1.35,1.52,5.84
Maximilian Wöber,DF,Leeds United,16,14,1266,14.1,0,0,0,0,0,0,0.21,0,0.05,0.05,0.04,0.1,1.06,3.83,1.06
Chris Wood,FW,Newcastle Utd,18,4,446,5,0.4,0,0.4,0.2,0.2,0.2,0,0,0.36,0.2,0.06,0.26,0.2,0.8,4.6
Chris Wood,FW,Nott'ham Forest,7,5,372,4.1,0.24,0,0.24,0.24,0,0,0,0,0.24,0.24,0.05,0.29,0.49,1.71,2.93
Joe Worrall,DF,Nott'ham Forest,30,21,2224,24.7,0.04,0,0.04,0.04,0,0,0.24,0,0.03,0.03,0.03,0.06,0.2,2.71,0.04
Granit Xhaka,MF,Arsenal,37,36,2993,33.3,0.21,0.21,0.42,0.21,0,0,0.12,0,0.14,0.14,0.16,0.3,1.26,5.89,5.26
Ryan Yates,MF,Nott'ham Forest,26,21,1837,20.4,0,0.1,0.1,0,0,0,0.25,0,0.11,0.11,0.06,0.17,0.54,2.11,1.32
Ashley Young,DF,Aston Villa,29,23,2036,22.6,0.04,0,0.04,0.04,0,0,0.31,0,0.02,0.02,0.04,0.06,1.28,4.73,1.46
Illia Zabarnyi,DF,Bournemouth,5,3,299,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3.33,0
Wilfried Zaha,"FW,MF",Crystal Palace,27,27,2288,25.4,0.28,0.08,0.35,0.28,0,0.08,0.2,0,0.26,0.19,0.11,0.3,3.39,2.95,9.37
Denis Zakaria,MF,Chelsea,7,5,411,4.6,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,1.96,1.3,0.65
Jordan Zemura,DF,Bournemouth,19,17,1454,16.2,0,0.06,0.06,0,0,0,0.06,0,0.02,0.02,0.12,0.14,2.41,2.78,2.96
Oleksandr Zinchenko,DF,Arsenal,27,26,2118,23.5,0.04,0.09,0.13,0.04,0,0,0.13,0,0.06,0.06,0.06,0.12,2.85,9.66,2.89
Hakim Ziyech,"FW,MF",Chelsea,18,6,661,7.3,0,0.41,0.41,0,0,0,0.14,0,0.08,0.08,0.3,0.38,2.74,5.75,9.45
Kurt Zouma,DF,West Ham,25,24,1989,22.1,0.09,0,0.09,0.09,0,0,0,0,0.1,0.1,0,0.1,0.14,1.4,0.05
Martin Ødegaard,MF,Arsenal,37,37,3127,34.7,0.43,0.2,0.63,0.43,0,0,0.12,0,0.29,0.29,0.23,0.52,2.39,7.67,5.56
